time,value,group,percentage
01/05/2012,8681.2,D,0.003401265
01/05/2012,47519,E,0.018617782
01/05/2012,2570.2,F,0.001006996
01/06/2012,1989286.3,A,0.773853921
01/06/2012,183979,B,0.071569824
01/06/2012,349226.1,C,0.135852736
01/06/2012,8648.7,D,0.003364438
01/06/2012,39482.4,E,0.015359081
01/06/2012,2798.3,F,0.001088569
01/07/2012,2002157.3,A,0.774594979
01/07/2012,185760.4,B,0.071867017
01/07/2012,348486.3,C,0.134822443
01/07/2012,8651,D,0.0033469
01/07/2012,39724.6,E,0.01536866
01/07/2012,2602.1,F,0.001006701
01/08/2012,2014584.8,A,0.771533367
01/08/2012,193305.3,B,0.074030882
01/08/2012,353608.8,C,0.135422936
01/08/2012,8345.2,D,0.003195994
01/08/2012,41300,E,0.015816821
01/08/2012,2142.6,F,0.00082056
01/09/2012,2036629.8,A,0.771804279
01/09/2012,198575.8,B,0.075252583
01/09/2012,356616.5,C,0.135143923
01/09/2012,8312.2,D,0.003150004
01/09/2012,38656.2,E,0.014649211
01/09/2012,2422.5,F,0.000918034
01/10/2012,2047379,A,0.772130211
01/10/2012,200001.9,B,0.075426928
01/10/2012,358759.6,C,0.135299388
01/10/2012,8313.8,D,0.003135392
01/10/2012,37143.7,E,0.014008043
01/10/2012,2679.2,F,0.00101041
01/11/2012,2080202.6,A,0.769071305
01/11/2012,214973.1,B,0.079477664
01/11/2012,364797.5,C,0.134869214
01/11/2012,8308.8,D,0.003071845
01/11/2012,36542.1,E,0.013509973
01/11/2012,1984,F,0.000733504
01/12/2012,2100727.8,A,0.762912533
01/12/2012,227623.2,B,0.082664966
01/12/2012,383380.3,C,0.139230621
01/12/2012,8043.5,D,0.002921124
01/12/2012,33788.3,E,0.012270756
01/12/2012,2129.9,F,0.000773507
01/01/2013,2102753.8,A,0.764835407
01/01/2013,224257.1,B,0.081569117
01/01/2013,377263.4,C,0.137222154
01/01/2013,8039.5,D,0.00292421
01/01/2013,36975.4,E,0.013449076
01/01/2013,1413.1,F,0.000513987
01/02/2013,2113139.3,A,0.766221226
01/02/2013,223900.8,B,0.081186103
01/02/2013,380544.8,C,0.137984989
01/02/2013,8039.6,D,0.002915147
01/02/2013,32246.4,E,0.011692498
01/02/2013,2120.7,F,0.000768963
01/03/2013,2118774.5,A,0.7661159
01/03/2013,227672.7,B,0.082322907
01/03/2013,381131.1,C,0.137811077
01/03/2013,8049.6,D,0.00291061
01/03/2013,29977.9,E,0.010839542
01/03/2013,2895.4,F,0.001046932
01/04/2013,2136986.2,A,0.768580555
01/04/2013,230690.3,B,0.08296922
01/04/2013,378598.8,C,0.136165444
01/04/2013,8043.5,D,0.002892895
01/04/2013,26113.5,E,0.009391885
01/04/2013,2633.6,F,0.000947191
01/05/2013,2165561.3,A,0.768811737
01/05/2013,235432.6,B,0.083582647
01/05/2013,379035.2,C,0.134564055
01/05/2013,6038.8,D,0.002143879
01/05/2013,30696.1,E,0.010897647
01/05/2013,3144.8,F,0.001116458
01/06/2013,2174878.1,A,0.766419628
01/06/2013,242247.7,B,0.085367264
01/06/2013,382147,C,0.1346673
01/06/2013,4036.1,D,0.001422308
01/06/2013,34403,E,0.0121235
01/06/2013,3570.9,F,0.001258373
01/07/2013,2197484.5,A,0.770506433
01/07/2013,241601,B,0.084712827
01/07/2013,378937.7,C,0.132867347
01/07/2013,4037.6,D,0.001415708
01/07/2013,29939.3,E,0.01049765
01/07/2013,4312,F,0.001511921
01/08/2013,2230163.8,A,0.769017943
01/08/2013,243400.2,B,0.083930661
01/08/2013,383627.9,C,0.132284785
01/08/2013,4004.9,D,0.001380993
01/08/2013,38818.5,E,0.013385619
01/08/2013,2656.1,F,0.000915892
01/09/2013,2239187.9,A,0.771324506
01/09/2013,246338.7,B,0.084855351
01/09/2013,382639.8,C,0.131806471
01/09/2013,4005.8,D,0.001379863
01/09/2013,30870.4,E,0.010633809
01/09/2013,2612.9,F,0.000900056
01/10/2013,2261458.4,A,0.768528121
01/10/2013,246066.2,B,0.083622495
01/10/2013,393695.8,C,0.133792553
01/10/2013,4006.6,D,0.001361592
01/10/2013,37356.8,E,0.012695237
01/10/2013,1978.9,F,0.000672504
01/11/2013,2305386.5,A,0.772064543
01/11/2013,242349.7,B,0.081161927
01/11/2013,393519.4,C,0.131788043
01/11/2013,2005.3,D,0.000671567
01/11/2013,42741.4,E,0.014313921
01/11/2013,2957.1,F,0.000990321
01/12/2013,2321104.8,A,0.771980418
01/12/2013,253339.5,B,0.08425864
01/12/2013,402922.9,C,0.134008852
01/12/2013,0,D,0
01/12/2013,29321.6,E,0.009752124
01/12/2013,3584.3,F,0.001192109
01/01/2014,2312827.4,A,0.772725608
01/01/2014,246322.4,B,0.082297376
01/01/2014,401571.6,C,0.134166803
01/01/2014,0,D,0
01/01/2014,32355.7,E,0.010810179
01/01/2014,3835.4,F,0.001281424
01/02/2014,2313517.6,A,0.77257535
01/02/2014,246330.1,B,0.082259397
01/02/2014,403242.6,C,0.134658709
01/02/2014,0,D,0
01/02/2014,31462.4,E,0.010506544
01/02/2014,3883.6,F,0.001296888
01/03/2014,2321503,A,0.77060102
01/03/2014,247614.1,B,0.082193165
01/03/2014,408379.2,C,0.135557623
01/03/2014,0,D,0
01/03/2014,35091.2,E,0.011648193
01/03/2014,2648.9,F,0.000879277
01/04/2014,2335148,A,0.774491672
01/04/2014,247277.1,B,0.082013669
01/04/2014,400596.9,C,0.132864796
01/04/2014,0,D,0
01/04/2014,32049.9,E,0.010629896
01/04/2014,2861.7,F,0.000949132
01/05/2014,2376121.6,A,0.774673187
01/05/2014,246263.1,B,0.080287735
01/05/2014,413548.8,C,0.134826924
01/05/2014,0,D,0
01/05/2014,31323.3,E,0.010212154
01/05/2014,2469.6,F,0.000805149
01/06/2014,2377230.3,A,0.772479586
01/06/2014,254001,B,0.082537475
01/06/2014,411769.4,C,0.133804224
01/06/2014,0,D,0
01/06/2014,34401.4,E,0.011178715
01/06/2014,1207.9,F,0.000392506
01/07/2014,2386813.4,A,0.770915114
01/07/2014,249703.3,B,0.080651486
01/07/2014,426698.6,C,0.137819069
01/07/2014,0,D,0
01/07/2014,32862.8,E,0.010614332
01/07/2014,1138.2,F,0.000367626
01/08/2014,2405206.3,A,0.772583315
01/08/2014,244051.1,B,0.078392364
01/08/2014,431365.2,C,0.138560071
01/08/2014,0,D,0
01/08/2014,32577.3,E,0.010464249
01/08/2014,866.6,F,0.000278363
01/09/2014,2413903.5,A,0.772561951
01/09/2014,246308.9,B,0.078830361
01/09/2014,429931,C,0.137598016
01/09/2014,0,D,0
01/09/2014,34400.1,E,0.01100964
01/09/2014,1335.1,F,0.000427294
01/10/2014,2435720.4,A,0.773242092
01/10/2014,241595.5,B,0.076696738
01/10/2014,436638.6,C,0.138614984
01/10/2014,0,D,0
01/10/2014,36055.6,E,0.011446186
01/10/2014,1143.2,F,0.000362919
01/11/2014,2470314.1,A,0.763418338
01/11/2014,255773.5,B,0.079043463
01/11/2014,471171.1,C,0.14560928
01/11/2014,0,D,0
01/11/2014,38600.4,E,0.01192895
01/11/2014,630.3,F,0.000194786
01/12/2014,2495243.1,A,0.756192431
01/12/2014,260458,B,0.078932737
01/12/2014,501714.8,C,0.152046482
01/12/2014,0,D,0
01/12/2014,42330.3,E,0.01282835
01/12/2014,1031.6,F,0.00031263
01/01/2015,2514595.1,A,0.756538485
01/01/2015,252573.7,B,0.075989063
01/01/2015,515314.3,C,0.155036928
01/01/2015,0,D,0
01/01/2015,41333.4,E,0.012435524
01/01/2015,1253.6,F,0.000377157
01/02/2015,2511249.7,A,0.75817448
01/02/2015,244905.4,B,0.07393969
01/02/2015,513961.5,C,0.155170748
01/02/2015,0,D,0
01/02/2015,42115.3,E,0.012715082
01/02/2015,1628.6,F,0.000491693
01/03/2015,2551123.3,A,0.761576675
01/03/2015,245098.6,B,0.073168309
01/03/2015,510865,C,0.152506493
01/03/2015,0.2,D,5.97052E-08
01/03/2015,42704.7,E,0.012748464
01/03/2015,1312.7,F,0.000391875
01/04/2015,2585404.7,A,0.763201076
01/04/2015,247924.3,B,0.073186257
01/04/2015,508082.2,C,0.149983823
01/04/2015,0.2,D,5.90392E-08
01/04/2015,46168.6,E,0.013628785
01/04/2015,2149.4,F,0.000634494
01/05/2015,2618001.8,A,0.75954455
01/05/2015,254888.6,B,0.073949241
01/05/2015,508684.3,C,0.147581406
01/05/2015,0.2,D,5.80248E-08
01/05/2015,65229.8,E,0.018924715
01/05/2015,2180.2,F,0.000632528
01/06/2015,2617240.8,A,0.7628603
01/06/2015,253794.6,B,0.073974785
01/06/2015,508245.2,C,0.148140777
01/06/2015,0,D,0
01/06/2015,51545.2,E,0.015024138
01/06/2015,2242.5,F,0.000653633
01/07/2015,2638269,A,0.76084057
01/07/2015,254857.6,B,0.073497434
01/07/2015,528509.2,C,0.1524148
01/07/2015,0,D,0
01/07/2015,45935.6,E,0.013247197
01/07/2015,1912.2,F,0.000551452
01/08/2015,2678349.3,A,0.761300166
01/08/2015,259893.2,B,0.073872641
01/08/2015,532609.3,C,0.151390093
01/08/2015,0,D,0
01/08/2015,47273.4,E,0.0134371
01/08/2015,1791,F,0.000509078
01/09/2015,2737880.5,A,0.765449667
01/09/2015,253752.2,B,0.070943395
01/09/2015,536136,C,0.149891539
01/09/2015,0,D,0
01/09/2015,49057.6,E,0.013715399
01/09/2015,932.3,F,0.00026065
01/10/2015,2757940.4,A,0.770991228
01/10/2015,249413.5,B,0.069724357
01/10/2015,524500.1,C,0.146625712
01/10/2015,0,D,0
01/10/2015,45281.9,E,0.012658703
01/10/2015,972.8,F,0.000271949
01/11/2015,2792209.8,A,0.767575337
01/11/2015,269682.6,B,0.074135444
01/11/2015,526639.9,C,0.144772717
01/11/2015,0,D,0
01/11/2015,49169,E,0.013516503
01/11/2015,797.6,F,0.000219259
01/12/2015,2845968.8,A,0.759200188
01/12/2015,295040,B,0.078705861
01/12/2015,556415.6,C,0.148431293
01/12/2015,0,D,0
01/12/2015,51216.4,E,0.013662659
01/12/2015,2144.2,F,0.000571994
01/01/2016,2901760.7,A,0.764672017
01/01/2016,286795.6,B,0.07557638
01/01/2016,555464.9,C,0.146376118
01/01/2016,0,D,0
01/01/2016,50757.1,E,0.013375512
01/01/2016,1886.8,F,0.00049721
01/02/2016,2910584.8,A,0.767338875
01/02/2016,272500.9,B,0.071841416
01/02/2016,559867.8,C,0.147602065
01/02/2016,0,D,0
01/02/2016,50135.6,E,0.013217617
01/02/2016,1634.7,F,0.000430968
01/03/2016,2891217.6,A,0.762257776
01/03/2016,289630.7,B,0.076359958
01/03/2016,561477.9,C,0.148031368
01/03/2016,0,D,0
01/03/2016,50639.4,E,0.013350872
01/03/2016,1768.5,F,0.000466258
01/04/2016,2912237.2,A,0.763669195
01/04/2016,290970.4,B,0.076300492
01/04/2016,559336.9,C,0.146673616
01/04/2016,0,D,0
01/04/2016,50935.5,E,0.013356698
01/04/2016,1539.8,F,0.000403778
01/05/2016,2991103.8,A,0.773730308
01/05/2016,269218.8,B,0.069640761
01/05/2016,552935.5,C,0.143031798
01/05/2016,0,D,0
01/05/2016,52564.1,E,0.013597133
01/05/2016,2994.8,F,0.000774686
01/06/2016,3036143.8,A,0.768849935
01/06/2016,275998.7,B,0.069891809
01/06/2016,581254.2,C,0.147192387
01/06/2016,0,D,0
01/06/2016,55545.2,E,0.014065843
01/06/2016,3132.4,F,0.000793225
01/07/2016,3090301.5,A,0.775213562
01/07/2016,270928.3,B,0.067963366
01/07/2016,570861.1,C,0.143202619
01/07/2016,0,D,0
01/07/2016,54296.3,E,0.013620428
01/07/2016,3369.3,F,0.000845201
01/08/2016,3112665.9,A,0.779414708
01/08/2016,264031.4,B,0.066113731
01/08/2016,560649.2,C,0.14038713
01/08/2016,0,D,0
01/08/2016,56247.6,E,0.014084456
01/08/2016,2978.1,F,0.000745719
01/09/2016,3162884.3,A,0.779084839
01/09/2016,259648.6,B,0.063956904
01/09/2016,568016.8,C,0.139914469
01/09/2016,0,D,0
01/09/2016,69193.4,E,0.017043788
01/09/2016,3091.1,F,0.000761403
01/10/2016,3180600.3,A,0.782884776
01/10/2016,258586.7,B,0.063649491
01/10/2016,554971.9,C,0.136602846
01/10/2016,0,D,0
01/10/2016,68508.3,E,0.016862888
01/10/2016,2627.1,F,0.000646644
01/11/2016,3282697.4,A,0.788656683
01/11/2016,265715,B,0.063837109
01/11/2016,546573.3,C,0.131312343
01/11/2016,0,D,0
01/11/2016,67405.2,E,0.016193866
01/11/2016,2486.5,F,0.000597373
01/12/2016,3276514.3,A,0.774046172
01/12/2016,285369.7,B,0.06741595
01/12/2016,591752.5,C,0.13979605
01/12/2016,0,D,0
01/12/2016,79333.5,E,0.018741805
01/12/2016,4689.2,F,0.00110778
01/01/2017,3279639.7,A,0.774771926
01/01/2017,279730,B,0.066082549
01/01/2017,590249.3,C,0.139438667
01/01/2017,0,D,0
01/01/2017,83419.9,E,0.019706859
01/01/2017,5296.8,F,0.0012513
01/02/2017,3294594.5,A,0.777600191
01/02/2017,278408.4,B,0.065710795
01/02/2017,587543.6,C,0.138673823
01/02/2017,0,D,0
01/02/2017,76328.1,E,0.01801519
01/02/2017,4229.5,F,0.000998259
01/03/2017,3335259.9,A,0.782999685
01/03/2017,295189.5,B,0.069299932
01/03/2017,557505.1,C,0.130882249
01/03/2017,0,D,0
01/03/2017,71638.4,E,0.016818133
01/03/2017,4874.3,F,0.001144311
01/04/2017,3382159.3,A,0.784010686
01/04/2017,302729.2,B,0.07017497
01/04/2017,557901.4,C,0.12932586
01/04/2017,0.1,D,2.31808E-08
01/04/2017,71129.9,E,0.016488461
01/04/2017,4597.7,F,0.001065782
01/05/2017,3399487.2,A,0.785999842
01/05/2017,302895.9,B,0.070032954
01/05/2017,550069.3,C,0.127182236
01/05/2017,0.1,D,2.31211E-08
01/05/2017,72595.7,E,0.016784946
01/05/2017,4697.9,F,0.001086208
01/06/2017,3435837.3,A,0.787675969
01/06/2017,298211,B,0.068365763
01/06/2017,550938.7,C,0.126304343
01/06/2017,0,D,0
01/06/2017,77006.3,E,0.017653924
01/06/2017,5043.3,F,0.001156192
01/07/2017,3466873,A,0.790116297
01/07/2017,299277.6,B,0.068206741
01/07/2017,550720.6,C,0.125511757
01/07/2017,0,D,0
01/07/2017,70929.7,E,0.016165205
01/07/2017,4476.5,F,0.001020215
01/08/2017,3507109.8,A,0.791395492
01/08/2017,301684.6,B,0.068076521
01/08/2017,550273.2,C,0.124171684
01/08/2017,0.1,D,2.25655E-08
01/08/2017,72483.7,E,0.016356281
01/08/2017,4645.2,F,0.001048211
01/09/2017,3527507,A,0.790417377
01/09/2017,299683.8,B,0.067150904
01/09/2017,557322.3,C,0.124880611
01/09/2017,0,D,0
01/09/2017,78327.8,E,0.017551107
01/09/2017,6201.8,F,0.001389653
01/10/2017,3576444.8,A,0.796659862
01/10/2017,289273.3,B,0.064436176
01/10/2017,544101.1,C,0.121199552
01/10/2017,0,D,0
01/10/2017,79480.4,E,0.01770441
01/10/2017,4813.5,F,0.001072216
01/11/2017,3614472.9,A,0.796710826
01/11/2017,303210.9,B,0.066834477
01/11/2017,535846.6,C,0.118112599
01/11/2017,0,D,0
01/11/2017,83213.4,E,0.018342098
01/11/2017,5969.2,F,0.001315745
01/12/2017,3670486.6,A,0.793380487
01/12/2017,311296.2,B,0.067287081
01/12/2017,557345.1,C,0.120470874
01/12/2017,0,D,0
01/12/2017,87260.9,E,0.018861558
01/12/2017,6597.5,F,0.001426058
01/01/2018,3670341.4,A,0.792282197
01/01/2018,299109.8,B,0.064566029
01/01/2018,577628.6,C,0.124687272
01/01/2018,0,D,0
01/01/2018,85539,E,0.018464502
01/01/2018,4113.7,F,0.000887986
01/02/2018,3701441,A,0.797252686
01/02/2018,292533.6,B,0.063008757
01/02/2018,561494.5,C,0.120940195
01/02/2018,0,D,0
01/02/2018,87276,E,0.018798361
01/02/2018,3716.2,F,0.000800432
01/03/2018,3719430.3,A,0.799022925
01/03/2018,294282.5,B,0.063218946
01/03/2018,554874.9,C,0.11920045
01/03/2018,0,D,0
01/03/2018,86385.5,E,0.018557679
01/03/2018,4922.9,F,0.001057557
01/04/2018,3769050.6,A,0.799273568
01/04/2018,305063.5,B,0.06469247
01/04/2018,552162.4,C,0.117092833
01/04/2018,0,D,0
01/04/2018,89318.6,E,0.018941108
01/04/2018,2976.7,F,0.000631246
01/05/2018,3855970.6,A,0.802665093
01/05/2018,306485.9,B,0.063798602
01/05/2018,553582.6,C,0.115234652
01/05/2018,0,D,0
01/05/2018,87920.4,E,0.018301653
01/05/2018,5199.9,F,0.00108242
01/06/2018,3899992.7,A,0.801142847
01/06/2018,325600.6,B,0.066885405
01/06/2018,546496.7,C,0.112262241
01/06/2018,0,D,0
01/06/2018,95946.5,E,0.019709486
01/06/2018,2282.3,F,0.000468834
01/07/2018,3890551.8,A,0.800599059
01/07/2018,322454.6,B,0.066354816
01/07/2018,553688.8,C,0.113938268
01/07/2018,0,D,0
01/07/2018,92855.5,E,0.019107836
01/07/2018,2332.2,F,0.000479921
01/08/2018,3935893,A,0.800368757
01/08/2018,333734.1,B,0.067865246
01/08/2018,551773,C,0.112203729
01/08/2018,0,D,0
01/08/2018,96199.4,E,0.019562268
01/08/2018,1677.7,F,0.000341162
01/09/2018,3953143.1,A,0.799329869
01/09/2018,344079.5,B,0.069573252
01/09/2018,554095,C,0.112038617
01/09/2018,0,D,0
01/09/2018,94254,E,0.019058262
01/09/2018,1886,F,0.000381351
01/10/2018,4011684.1,A,0.799183721
01/10/2018,354066.4,B,0.070534991
01/10/2018,551279.1,C,0.109822526
01/10/2018,0,D,0
01/10/2018,102697.3,E,0.020458742
01/10/2018,935.6,F,0.000186385
01/11/2018,4059594.6,A,0.802760244
01/11/2018,364206,B,0.072019531
01/11/2018,536827.7,C,0.106154426
01/11/2018,0,D,0
01/11/2018,96416.6,E,0.019065799
01/11/2018,942.7,F,0.000186413
01/12/2018,4050052.7,A,0.800333879
01/12/2018,384010,B,0.075884497
01/12/2018,537448.7,C,0.106205631
01/12/2018,0,D,0
01/12/2018,88942.5,E,0.017575993
01/12/2018,1017.3,F,0.000201029
01/01/2019,4048604.3,A,0.799510472
01/01/2019,365049.7,B,0.072089302
01/01/2019,562608.5,C,0.111102828
01/01/2019,0,D,0
01/01/2019,87591.6,E,0.017297418
01/01/2019,956.7,F,0.000188927
01/02/2019,4084399.6,A,0.803042455
01/02/2019,365720.7,B,0.071905121
01/02/2019,550693.2,C,0.108272956
01/02/2019,3.5,D,6.88142E-07
01/02/2019,85339.5,E,0.01677878
01/02/2019,1060.8,F,0.000208566
01/03/2019,4150320.9,A,0.808973702
01/03/2019,356426.6,B,0.069474085
01/03/2019,530385.6,C,0.103381886
01/03/2019,8.6,D,1.6763E-06
01/03/2019,93211.7,E,0.018168671
01/03/2019,1141.5,F,0.000222499
01/04/2019,4179471.1,A,0.809462767
01/04/2019,353785,B,0.068519623
01/04/2019,534561.2,C,0.103531614
01/04/2019,0,D,0
01/04/2019,95448.2,E,0.018486015
01/04/2019,1118.6,F,0.000216646
01/05/2019,4225174.6,A,0.811860014
01/05/2019,350508.4,B,0.067349585
01/05/2019,532697.7,C,0.102356945
01/05/2019,0,D,0
01/05/2019,95933.6,E,0.018433476
01/05/2019,1368,F,0.000262859
01/06/2019,4247809.5,A,0.812085176
01/06/2019,352168.5,B,0.067326658
01/06/2019,537230.7,C,0.102706368
01/06/2019,6.1,D,1.16618E-06
01/06/2019,93529.1,E,0.01788065
01/06/2019,1376.8,F,0.000263213
01/07/2019,4248640.6,A,0.813655859
01/07/2019,351124.4,B,0.067243726
01/07/2019,529544.6,C,0.101412924
01/07/2019,1.7,D,3.25566E-07
01/07/2019,92356.4,E,0.017687146
01/07/2019,1086.6,F,0.000208094
01/08/2019,4309382.5,A,0.813376134
01/08/2019,351335.5,B,0.06631296
01/08/2019,536975.8,C,0.101351713
01/08/2019,0,D,0
01/08/2019,100448.6,E,0.018959211
01/08/2019,1107.5,F,0.000209036
01/09/2019,4277160.4,A,0.819498607
01/09/2019,358285.6,B,0.068647075
01/09/2019,493432.8,C,0.09454111
01/09/2019,0,D,0
01/09/2019,90361.7,E,0.017313189
01/09/2019,1277.3,F,0.000244729
01/10/2019,4273577.8,A,0.820453236
01/10/2019,351020.1,B,0.067389806
01/10/2019,499967.3,C,0.095985099
01/10/2019,0,D,0
01/10/2019,84236,E,0.016171859
01/10/2019,1668.7,F,0.000320362
01/11/2019,4325858.6,A,0.817355415
01/11/2019,370423.9,B,0.069990263
01/11/2019,515910.4,C,0.097479413
01/11/2019,0,D,0
01/11/2019,80313.3,E,0.015174909
01/11/2019,1758.3,F,0.000332224
01/12/2019,4281464.3,A,0.806710816
01/12/2019,381248.3,B,0.071834565
01/12/2019,566106.9,C,0.106665507
01/12/2019,0,D,0
01/12/2019,78490.4,E,0.014789112
01/12/2019,1533.9,F,0.000289016
01/01/2020,4290948.2,A,0.809295685
01/01/2020,365499.7,B,0.06893519
01/01/2020,562983.7,C,0.106181724
01/01/2020,0,D,0
01/01/2020,82645.6,E,0.0155874
01/01/2020,1529.7,F,0.00028851
01/02/2020,4333357,A,0.812003827
01/02/2020,362696.4,B,0.067963675
01/02/2020,552511.5,C,0.103532077
01/02/2020,0,D,0
01/02/2020,88056.5,E,0.016500421
01/02/2020,1746.3,F,0.00032723
01/03/2020,4627771.7,A,0.816663557
01/03/2020,371995.3,B,0.065646066
01/03/2020,568234.7,C,0.100276462
01/03/2020,0,D,0
01/03/2020,98679.1,E,0.017413915
01/03/2020,2791.2,F,0.000492563
01/04/2020,4698104,A,0.819425944
01/04/2020,363805.6,B,0.063453629
01/04/2020,565227,C,0.098584805
01/04/2020,0,D,0
01/04/2020,106272.4,E,0.018535639
01/04/2020,2808.4,F,0.000489831
01/05/2020,4624995.3,A,0.822506069
01/05/2020,351051.1,B,0.062430693
01/05/2020,550051.2,C,0.097820737
01/05/2020,0,D,0
01/05/2020,96955.5,E,0.017242501
01/05/2020,2812,F,0.000500084
01/06/2020,4578287.4,A,0.822956914
01/06/2020,346251.2,B,0.062239391
01/06/2020,545010.2,C,0.097966745
01/06/2020,0,D,0
01/06/2020,93667.7,E,0.016836969
01/06/2020,2858.2,F,0.000513768
01/07/2020,4497690.6,A,0.822360011
01/07/2020,336593.1,B,0.061542852
01/07/2020,545545.2,C,0.099747759
01/07/2020,0,D,0
01/07/2020,89418.7,E,0.01634936
01/07/2020,2701.7,F,0.00049398
01/08/2020,4458289.9,A,0.823439219
01/08/2020,325298,B,0.060082035
01/08/2020,545681.7,C,0.100786562
01/08/2020,0,D,0
01/08/2020,84961,E,0.015692165
01/08/2020,2667.1,F,0.000492609
01/09/2020,4422261,A,0.821730329
01/09/2020,322607,B,0.059945796
01/09/2020,556253.4,C,0.103361219
01/09/2020,0,D,0
01/09/2020,80523.7,E,0.014962655
01/09/2020,2819.5,F,0.00052391
01/10/2020,4428683.8,A,0.832463774
01/10/2020,265997.6,B,0.049999814
01/10/2020,548069,C,0.103021035
01/10/2020,0,D,0
01/10/2020,77221.4,E,0.014515378
01/10/2020,2735.8,F,0.000514251
01/11/2020,4390015.2,A,0.835589487
01/11/2020,277050,B,0.052733318
01/11/2020,522631.6,C,0.099476984
01/11/2020,0,D,0
01/11/2020,64097.4,E,0.012200211
01/11/2020,1942.7,F,0.000369771
01/12/2020,4330419.3,A,0.832712266
01/12/2020,273193.5,B,0.052533384
01/12/2020,534108.5,C,0.102705689
01/12/2020,0,D,0
01/12/2020,62657.6,E,0.012048661
01/12/2020,1841.3,F,0.00035407
01/01/2021,4337320.1,A,0.82684252
01/01/2021,262503.1,B,0.050042127
01/01/2021,580363.5,C,0.110637262
01/01/2021,0,D,0
01/01/2021,65455.7,E,0.01247811
01/01/2021,1962.7,F,0.000374158
01/02/2021,4345926.6,A,0.827543938
01/02/2021,268344.7,B,0.051097741
01/02/2021,577543.8,C,0.109974906
01/02/2021,0,D,0
01/02/2021,59781.2,E,0.011383434
01/02/2021,1907,F,0.000363128
01/03/2021,4342693.8,A,0.826248927
01/03/2021,263556.8,B,0.050144803
01/03/2021,593757.9,C,0.112969473
01/03/2021,0,D,0
01/03/2021,55906.1,E,0.010636798
01/03/2021,2346.4,F,0.00044643
